Date,neighbourhood,count
2015-06-21,Unknown,51
2015-06-21,Upper East Side North,881
2015-06-21,Upper East Side South,974
2015-06-21,Upper West Side North,768
2015-06-21,Upper West Side South,957
2015-06-21,Van Cortlandt Park,15
2015-06-21,Van Cortlandt Village,62
2015-06-21,Van Nest/Morris Park,42
2015-06-21,Washington Heights North,316
2015-06-21,Washington Heights South,350
2015-06-21,West Brighton,7
2015-06-21,West Chelsea/Hudson Yards,1325
2015-06-21,West Concourse,132
2015-06-21,West Farms/Bronx River,35
2015-06-21,West Village,1834
2015-06-21,Westchester Village/Unionport,26
2015-06-21,Westerleigh,3
2015-06-21,Whitestone,27
2015-06-21,Willets Point,3
2015-06-21,Williamsbridge/Olinville,46
2015-06-21,Williamsburg (North Side),1909
2015-06-21,Williamsburg (South Side),1245
2015-06-21,Windsor Terrace,206
2015-06-21,Woodhaven,92
2015-06-21,Woodlawn/Wakefield,32
2015-06-21,Woodside,239
2015-06-21,World Trade Center,409
2015-06-21,Yorkville East,513
2015-06-21,Yorkville West,768
2015-06-22,Allerton/Pelham Gardens,26
2015-06-22,Alphabet City,399
2015-06-22,Arrochar/Fort Wadsworth,3
2015-06-22,Astoria,440
2015-06-22,Astoria Park,2
2015-06-22,Auburndale,20
2015-06-22,Baisley Park,47
2015-06-22,Bath Beach,19
2015-06-22,Battery Park,23
2015-06-22,Battery Park City,830
2015-06-22,Bay Ridge,210
2015-06-22,Bay Terrace/Fort Totten,23
2015-06-22,Bayside,57
2015-06-22,Bedford,494
2015-06-22,Bedford Park,43
2015-06-22,Bellerose,21
2015-06-22,Belmont,41
2015-06-22,Bensonhurst East,63
2015-06-22,Bensonhurst West,82
2015-06-22,Bloomfield/Emerson Hill,9
2015-06-22,Bloomingdale,143
2015-06-22,Boerum Hill,343
2015-06-22,Borough Park,158
2015-06-22,Breezy Point/Fort Tilden/Riis Beach,1
2015-06-22,Briarwood/Jamaica Hills,59
2015-06-22,Brighton Beach,24
2015-06-22,Broad Channel,1
2015-06-22,Bronx Park,6
2015-06-22,Bronxdale,22
2015-06-22,Brooklyn Heights,409
2015-06-22,Brooklyn Navy Yard,71
2015-06-22,Brownsville,62
2015-06-22,Bushwick North,375
2015-06-22,Bushwick South,521
2015-06-22,Cambria Heights,16
2015-06-22,Canarsie,96
2015-06-22,Carroll Gardens,174
2015-06-22,Central Harlem,357
2015-06-22,Central Harlem North,355
2015-06-22,Central Park,278
2015-06-22,Charleston/Tottenville,1
2015-06-22,Chinatown,206
2015-06-22,City Island,2
2015-06-22,Claremont/Bathgate,32
2015-06-22,Clinton East,1339
2015-06-22,Clinton Hill,450
2015-06-22,Clinton West,834
2015-06-22,Co-Op City,25
2015-06-22,Cobble Hill,128
2015-06-22,College Point,20
2015-06-22,Columbia Street,55
2015-06-22,Coney Island,62
2015-06-22,Corona,4
2015-06-22,Corona,40
2015-06-22,Country Club,3
2015-06-22,Crotona Park East,11
2015-06-22,Crown Heights North,630
2015-06-22,Crown Heights South,171
2015-06-22,Cypress Hills,43
2015-06-22,Douglaston,14
2015-06-22,Downtown Brooklyn/MetroTech,304
2015-06-22,DUMBO/Vinegar Hill,329
2015-06-22,Dyker Heights,49
2015-06-22,East Chelsea,1505
2015-06-22,East Concourse/Concourse Village,60
2015-06-22,East Elmhurst,92
2015-06-22,East Flatbush/Farragut,86
2015-06-22,East Flatbush/Remsen Village,92
2015-06-22,East Flushing,23
2015-06-22,East Harlem North,292
2015-06-22,East Harlem South,304
2015-06-22,East New York,113
2015-06-22,East New York/Pennsylvania Avenue,41
2015-06-22,East Tremont,29
2015-06-22,East Village,1581
2015-06-22,East Williamsburg,535
2015-06-22,Eastchester,13
2015-06-22,Elmhurst,144
2015-06-22,Elmhurst/Maspeth,52
2015-06-22,Eltingville/Annadale/Prince's Bay,1
2015-06-22,Erasmus,66
2015-06-22,Far Rockaway,1
2015-06-22,Financial District North,788
2015-06-22,Financial District South,317
2015-06-22,Flatbush/Ditmas Park,266
2015-06-22,Flatiron,1044
2015-06-22,Flatlands,121
2015-06-22,Flushing,128
2015-06-22,Flushing Meadows-Corona Park,18
2015-06-22,Fordham South,19
2015-06-22,Forest Hills,302
2015-06-22,Forest Park/Highland Park,5
2015-06-22,Fort Greene,406
2015-06-22,Fresh Meadows,37
2015-06-22,Garment District,852
2015-06-22,Glen Oaks,16
2015-06-22,Glendale,64
2015-06-22,Gowanus,168
2015-06-22,Gramercy,1168
2015-06-22,Gravesend,24
2015-06-22,Greenpoint,644
2015-06-22,Greenwich Village North,996
2015-06-22,Greenwich Village South,776
2015-06-22,Grymes Hill/Clifton,6
2015-06-22,Hamilton Heights,210
2015-06-22,Hammels/Arverne,13
2015-06-22,Heartland Village/Todt Hill,2
2015-06-22,Highbridge,76
2015-06-22,Highbridge Park,3
2015-06-22,Hillcrest/Pomonok,73
2015-06-22,Hollis,10
2015-06-22,Homecrest,116
2015-06-22,Howard Beach,41
2015-06-22,Hudson Sq,649
2015-06-22,Hunts Point,17
2015-06-22,Inwood,104
2015-06-22,Inwood Hill Park,12
2015-06-22,Jackson Heights,264
2015-06-22,Jamaica,117
2015-06-22,Jamaica Estates,46
2015-06-22,JFK Airport,2597
2015-06-22,Kensington,77
2015-06-22,Kew Gardens,83
2015-06-22,Kew Gardens Hills,64
2015-06-22,Kingsbridge Heights,22
2015-06-22,Kips Bay,621
2015-06-22,LaGuardia Airport,2259
2015-06-22,Laurelton,20
2015-06-22,Lenox Hill East,700
2015-06-22,Lenox Hill West,1060
2015-06-22,Lincoln Square East,1039
2015-06-22,Lincoln Square West,644
2015-06-22,Little Italy/NoLiTa,1100
2015-06-22,Long Island City/Hunters Point,384
2015-06-22,Long Island City/Queens Plaza,101
2015-06-22,Longwood,21
2015-06-22,Lower East Side,963
2015-06-22,Madison,65
2015-06-22,Manhattan Beach,37
2015-06-22,Manhattan Valley,360
2015-06-22,Manhattanville,95
2015-06-22,Marble Hill,21
2015-06-22,Marine Park/Floyd Bennett Field,2
2015-06-22,Marine Park/Mill Basin,67
2015-06-22,Mariners Harbor,2
2015-06-22,Maspeth,87
2015-06-22,Meatpacking/West Village West,1229
2015-06-22,Melrose South,35
2015-06-22,Middle Village,70
2015-06-22,Midtown Center,2662
2015-06-22,Midtown East,1600
2015-06-22,Midtown North,1562
2015-06-22,Midtown South,1363
2015-06-22,Midwood,143
2015-06-22,Morningside Heights,265
2015-06-22,Morrisania/Melrose,25
2015-06-22,Mott Haven/Port Morris,60
2015-06-22,Mount Hope,36
2015-06-22,Murray Hill,1466
2015-06-22,Murray Hill-Queens,28
2015-06-22,New Dorp/Midland Beach,4
2015-06-22,Newark Airport,1
2015-06-22,North Corona,39
2015-06-22,Norwood,47
2015-06-22,Oakland Gardens,23
2015-06-22,Ocean Hill,97
2015-06-22,Ocean Parkway South,44
2015-06-22,Old Astoria,160
2015-06-22,Ozone Park,45
2015-06-22,Park Slope,812
2015-06-22,Parkchester,24
2015-06-22,Pelham Bay,12
2015-06-22,Pelham Bay Park,7
2015-06-22,Pelham Parkway,52
2015-06-22,Penn Station/Madison Sq West,1174
2015-06-22,Port Richmond,2
2015-06-22,Prospect Heights,298
2015-06-22,Prospect Park,32
2015-06-22,Prospect-Lefferts Gardens,246
2015-06-22,Queens Village,48
2015-06-22,Queensboro Hill,47
2015-06-22,Queensbridge/Ravenswood,36
2015-06-22,Randalls Island,15
2015-06-22,Red Hook,94
2015-06-22,Rego Park,80
2015-06-22,Richmond Hill,66
2015-06-22,Ridgewood,153
2015-06-22,Riverdale/North Riverdale/Fieldston,80
2015-06-22,Rockaway Park,5
2015-06-22,Roosevelt Island,23
2015-06-22,Rosedale,22
2015-06-22,Saint Albans,32
2015-06-22,Saint George/New Brighton,2
2015-06-22,Saint Michaels Cemetery/Woodside,3
2015-06-22,Schuylerville/Edgewater Park,25
2015-06-22,Seaport,265
2015-06-22,Sheepshead Bay,50
2015-06-22,SoHo,1098
2015-06-22,Soundview/Bruckner,14
2015-06-22,Soundview/Castle Hill,27
2015-06-22,South Beach/Dongan Hills,5
2015-06-22,South Jamaica,23
2015-06-22,South Ozone Park,71
2015-06-22,South Williamsburg,68
2015-06-22,Springfield Gardens North,19
2015-06-22,Springfield Gardens South,26
2015-06-22,Spuyten Duyvil/Kingsbridge,100
2015-06-22,Stapleton,4
2015-06-22,Starrett City,13
2015-06-22,Steinway,230
2015-06-22,Stuy Town/Peter Cooper Village,391
2015-06-22,Stuyvesant Heights,328
2015-06-22,Sunnyside,348
2015-06-22,Sunset Park East,66
2015-06-22,Sunset Park West,199
2015-06-22,Sutton Place/Turtle Bay North,879
2015-06-22,Times Sq/Theatre District,1544
2015-06-22,TriBeCa/Civic Center,2039
2015-06-22,Two Bridges/Seward Park,415
2015-06-22,UN/Turtle Bay South,781
2015-06-22,Union Sq,1974
2015-06-22,University Heights/Morris Heights,42
2015-06-22,Unknown,41
2015-06-22,Upper East Side North,1136
2015-06-22,Upper East Side South,1441
2015-06-22,Upper West Side North,828
2015-06-22,Upper West Side South,1009
2015-06-22,Van Cortlandt Park,7
2015-06-22,Van Cortlandt Village,44
2015-06-22,Van Nest/Morris Park,57
2015-06-22,Washington Heights North,208
2015-06-22,Washington Heights South,319
2015-06-22,West Brighton,4
2015-06-22,West Chelsea/Hudson Yards,1376
2015-06-22,West Concourse,142
2015-06-22,West Farms/Bronx River,20
2015-06-22,West Village,1195
2015-06-22,Westchester Village/Unionport,31
2015-06-22,Westerleigh,4
2015-06-22,Whitestone,28
2015-06-22,Williamsbridge/Olinville,36
2015-06-22,Williamsburg (North Side),989
2015-06-22,Williamsburg (South Side),601
2015-06-22,Windsor Terrace,142
2015-06-22,Woodhaven,60
2015-06-22,Woodlawn/Wakefield,19
2015-06-22,Woodside,137
2015-06-22,World Trade Center,399
2015-06-22,Yorkville East,564
2015-06-22,Yorkville West,654
2015-06-23,Allerton/Pelham Gardens,25
2015-06-23,Alphabet City,527
2015-06-23,Arrochar/Fort Wadsworth,1
2015-06-23,Astoria,502
2015-06-23,Astoria Park,2
2015-06-23,Auburndale,22
2015-06-23,Baisley Park,52
2015-06-23,Bath Beach,22
2015-06-23,Battery Park,20
2015-06-23,Battery Park City,1051
2015-06-23,Bay Ridge,228
2015-06-23,Bay Terrace/Fort Totten,17
2015-06-23,Bayside,45
2015-06-23,Bedford,555
2015-06-23,Bedford Park,40
2015-06-23,Bellerose,19
2015-06-23,Belmont,33
2015-06-23,Bensonhurst East,45
2015-06-23,Bensonhurst West,59
2015-06-23,Bloomfield/Emerson Hill,8
2015-06-23,Bloomingdale,119
2015-06-23,Boerum Hill,420
2015-06-23,Borough Park,159
2015-06-23,Briarwood/Jamaica Hills,80
2015-06-23,Brighton Beach,28
2015-06-23,Bronx Park,12
2015-06-23,Bronxdale,26
2015-06-23,Brooklyn Heights,489
2015-06-23,Brooklyn Navy Yard,66
2015-06-23,Brownsville,57
2015-06-23,Bushwick North,390
2015-06-23,Bushwick South,552
2015-06-23,Cambria Heights,18
2015-06-23,Canarsie,107
2015-06-23,Carroll Gardens,239
2015-06-23,Central Harlem,351
2015-06-23,Central Harlem North,355
2015-06-23,Central Park,318
2015-06-23,Charleston/Tottenville,1
2015-06-23,Chinatown,235
2015-06-23,City Island,2
2015-06-23,Claremont/Bathgate,36
2015-06-23,Clinton East,1615
2015-06-23,Clinton Hill,528
2015-06-23,Clinton West,978
2015-06-23,Co-Op City,22
2015-06-23,Cobble Hill,162
2015-06-23,College Point,27
2015-06-23,Columbia Street,65
2015-06-23,Coney Island,38
2015-06-23,Corona,2
2015-06-23,Corona,56
2015-06-23,Country Club,2
2015-06-23,Crotona Park,1
2015-06-23,Crotona Park East,21
2015-06-23,Crown Heights North,625
2015-06-23,Crown Heights South,162
2015-06-23,Cypress Hills,37
2015-06-23,Douglaston,13
2015-06-23,Downtown Brooklyn/MetroTech,347
2015-06-23,DUMBO/Vinegar Hill,363
2015-06-23,Dyker Heights,62
2015-06-23,East Chelsea,2026
2015-06-23,East Concourse/Concourse Village,45
2015-06-23,East Elmhurst,78
2015-06-23,East Flatbush/Farragut,82
2015-06-23,East Flatbush/Remsen Village,103
2015-06-23,East Flushing,22
2015-06-23,East Harlem North,275
2015-06-23,East Harlem South,325
2015-06-23,East New York,120
2015-06-23,East New York/Pennsylvania Avenue,32
2015-06-23,East Tremont,32
2015-06-23,East Village,2022
2015-06-23,East Williamsburg,598
2015-06-23,Eastchester,15
2015-06-23,Elmhurst,150
2015-06-23,Elmhurst/Maspeth,55
2015-06-23,Erasmus,59
2015-06-23,Far Rockaway,5
2015-06-23,Financial District North,1073
2015-06-23,Financial District South,486
2015-06-23,Flatbush/Ditmas Park,286
2015-06-23,Flatiron,1411
2015-06-23,Flatlands,119
2015-06-23,Flushing,123
2015-06-23,Flushing Meadows-Corona Park,17
2015-06-23,Fordham South,23
2015-06-23,Forest Hills,279
2015-06-23,Forest Park/Highland Park,5
2015-06-23,Fort Greene,458
2015-06-23,Fresh Meadows,27
2015-06-23,Garment District,1294
2015-06-23,Glen Oaks,17
2015-06-23,Glendale,70
2015-06-23,Gowanus,217
2015-06-23,Gramercy,1531
2015-06-23,Gravesend,25
2015-06-23,Green-Wood Cemetery,2
2015-06-23,Greenpoint,788
2015-06-23,Greenwich Village North,1511
2015-06-23,Greenwich Village South,1104
2015-06-23,Grymes Hill/Clifton,5
2015-06-23,Hamilton Heights,218
2015-06-23,Hammels/Arverne,8
2015-06-23,Heartland Village/Todt Hill,5
2015-06-23,Highbridge,86
2015-06-23,Highbridge Park,2
2015-06-23,Hillcrest/Pomonok,66
2015-06-23,Hollis,10
2015-06-23,Homecrest,109
2015-06-23,Howard Beach,32
2015-06-23,Hudson Sq,920
2015-06-23,Hunts Point,28
2015-06-23,Inwood,96
2015-06-23,Inwood Hill Park,9
2015-06-23,Jackson Heights,245
2015-06-23,Jamaica,118
2015-06-23,Jamaica Estates,38
2015-06-23,JFK Airport,1506
2015-06-23,Kensington,89
2015-06-23,Kew Gardens,73
2015-06-23,Kew Gardens Hills,49
2015-06-23,Kingsbridge Heights,33
2015-06-23,Kips Bay,707
2015-06-23,LaGuardia Airport,1635
2015-06-23,Laurelton,16
2015-06-23,Lenox Hill East,887
2015-06-23,Lenox Hill West,1235
2015-06-23,Lincoln Square East,1295
2015-06-23,Lincoln Square West,754
2015-06-23,Little Italy/NoLiTa,1671
2015-06-23,Long Island City/Hunters Point,513
2015-06-23,Long Island City/Queens Plaza,157
2015-06-23,Longwood,15
2015-06-23,Lower East Side,1237
2015-06-23,Madison,61
2015-06-23,Manhattan Beach,26
2015-06-23,Manhattan Valley,378
2015-06-23,Manhattanville,122
2015-06-23,Marble Hill,24
2015-06-23,Marine Park/Floyd Bennett Field,5
2015-06-23,Marine Park/Mill Basin,77
2015-06-23,Mariners Harbor,3
2015-06-23,Maspeth,95
2015-06-23,Meatpacking/West Village West,1648
2015-06-23,Melrose South,40
2015-06-23,Middle Village,63
2015-06-23,Midtown Center,4152
2015-06-23,Midtown East,2490
2015-06-23,Midtown North,2329
2015-06-23,Midtown South,2020
2015-06-23,Midwood,130
2015-06-23,Morningside Heights,302
2015-06-23,Morrisania/Melrose,30
2015-06-23,Mott Haven/Port Morris,76
2015-06-23,Mount Hope,38
2015-06-23,Murray Hill,2204
2015-06-23,Murray Hill-Queens,45
2015-06-23,New Dorp/Midland Beach,1
2015-06-23,North Corona,36
2015-06-23,Norwood,58
2015-06-23,Oakland Gardens,25
2015-06-23,Ocean Hill,67
2015-06-23,Ocean Parkway South,44
2015-06-23,Old Astoria,154
2015-06-23,Ozone Park,36
2015-06-23,Park Slope,979
2015-06-23,Parkchester,19
2015-06-23,Pelham Bay,21
2015-06-23,Pelham Bay Park,1
2015-06-23,Pelham Parkway,39
2015-06-23,Penn Station/Madison Sq West,1417
2015-06-23,Port Richmond,1
2015-06-23,Prospect Heights,308
2015-06-23,Prospect Park,28
2015-06-23,Prospect-Lefferts Gardens,250
2015-06-23,Queens Village,43
2015-06-23,Queensboro Hill,50
2015-06-23,Queensbridge/Ravenswood,36
2015-06-23,Randalls Island,9
2015-06-23,Red Hook,118
2015-06-23,Rego Park,86
2015-06-23,Richmond Hill,77
2015-06-23,Ridgewood,175
2015-06-23,Riverdale/North Riverdale/Fieldston,75
2015-06-23,Rockaway Park,3
2015-06-23,Roosevelt Island,12
2015-06-23,Rosedale,23
2015-06-23,Saint Albans,33
2015-06-23,Saint George/New Brighton,5
2015-06-23,Saint Michaels Cemetery/Woodside,1
2015-06-23,Schuylerville/Edgewater Park,24
2015-06-23,Seaport,297
2015-06-23,Sheepshead Bay,51
2015-06-23,SoHo,1530
2015-06-23,Soundview/Bruckner,19
2015-06-23,Soundview/Castle Hill,25
2015-06-23,South Beach/Dongan Hills,5
2015-06-23,South Jamaica,24
2015-06-23,South Ozone Park,47
2015-06-23,South Williamsburg,93
2015-06-23,Springfield Gardens North,30
2015-06-23,Springfield Gardens South,33
2015-06-23,Spuyten Duyvil/Kingsbridge,103
2015-06-23,Stapleton,8
2015-06-23,Starrett City,19
2015-06-23,Steinway,228
2015-06-23,Stuy Town/Peter Cooper Village,420
2015-06-23,Stuyvesant Heights,380
2015-06-23,Sunnyside,394
2015-06-23,Sunset Park East,55
2015-06-23,Sunset Park West,226
2015-06-23,Sutton Place/Turtle Bay North,1191
2015-06-23,Times Sq/Theatre District,2412
2015-06-23,TriBeCa/Civic Center,2795
2015-06-23,Two Bridges/Seward Park,439
2015-06-23,UN/Turtle Bay South,956
2015-06-23,Union Sq,3064
2015-06-23,University Heights/Morris Heights,31
2015-06-23,Unknown,54
2015-06-23,Upper East Side North,1598
2015-06-23,Upper East Side South,2095
2015-06-23,Upper West Side North,877
2015-06-23,Upper West Side South,1251
2015-06-23,Van Cortlandt Park,9
2015-06-23,Van Cortlandt Village,38
2015-06-23,Van Nest/Morris Park,55
2015-06-23,Washington Heights North,229
2015-06-23,Washington Heights South,349
2015-06-23,West Brighton,2
2015-06-23,West Chelsea/Hudson Yards,1820
2015-06-23,West Concourse,195
2015-06-23,West Farms/Bronx River,23
2015-06-23,West Village,1632
2015-06-23,Westchester Village/Unionport,35
2015-06-23,Westerleigh,4
2015-06-23,Whitestone,28
2015-06-23,Willets Point,2
2015-06-23,Williamsbridge/Olinville,41
2015-06-23,Williamsburg (North Side),1050
2015-06-23,Williamsburg (South Side),756
2015-06-23,Windsor Terrace,128
2015-06-23,Woodhaven,67
2015-06-23,Woodlawn/Wakefield,27
2015-06-23,Woodside,137
2015-06-23,World Trade Center,466
2015-06-23,Yorkville East,685
2015-06-23,Yorkville West,796
2015-06-24,Allerton/Pelham Gardens,24
2015-06-24,Alphabet City,521
2015-06-24,Arrochar/Fort Wadsworth,8
2015-06-24,Astoria,454
2015-06-24,Astoria Park,1
2015-06-24,Auburndale,17
2015-06-24,Baisley Park,54
2015-06-24,Bath Beach,19
2015-06-24,Battery Park,23
2015-06-24,Battery Park City,1110
2015-06-24,Bay Ridge,237
2015-06-24,Bay Terrace/Fort Totten,26
2015-06-24,Bayside,72
2015-06-24,Bedford,448
2015-06-24,Bedford Park,40
2015-06-24,Bellerose,19
2015-06-24,Belmont,59
2015-06-24,Bensonhurst East,50
2015-06-24,Bensonhurst West,71
2015-06-24,Bloomfield/Emerson Hill,6
2015-06-24,Bloomingdale,136
2015-06-24,Boerum Hill,421
2015-06-24,Borough Park,161
2015-06-24,Breezy Point/Fort Tilden/Riis Beach,1
2015-06-24,Briarwood/Jamaica Hills,67
2015-06-24,Brighton Beach,31
2015-06-24,Broad Channel,1
2015-06-24,Bronx Park,15
2015-06-24,Bronxdale,31
2015-06-24,Brooklyn Heights,445
2015-06-24,Brooklyn Navy Yard,85
2015-06-24,Brownsville,58
2015-06-24,Bushwick North,430
2015-06-24,Bushwick South,609
2015-06-24,Cambria Heights,17
2015-06-24,Canarsie,106
2015-06-24,Carroll Gardens,259
2015-06-24,Central Harlem,383
2015-06-24,Central Harlem North,385
2015-06-24,Central Park,326
2015-06-24,Chinatown,251
2015-06-24,City Island,9
2015-06-24,Claremont/Bathgate,25
2015-06-24,Clinton East,1624
2015-06-24,Clinton Hill,540
2015-06-24,Clinton West,872
2015-06-24,Co-Op City,34
2015-06-24,Cobble Hill,123
2015-06-24,College Point,20
2015-06-24,Columbia Street,82
2015-06-24,Coney Island,60
2015-06-24,Corona,3
2015-06-24,Corona,57
2015-06-24,Country Club,1
2015-06-24,Crotona Park,4
2015-06-24,Crotona Park East,22
2015-06-24,Crown Heights North,579
2015-06-24,Crown Heights South,166
2015-06-24,Cypress Hills,44
2015-06-24,Douglaston,17
2015-06-24,Downtown Brooklyn/MetroTech,340
2015-06-24,DUMBO/Vinegar Hill,334
2015-06-24,Dyker Heights,60
2015-06-24,East Chelsea,1833
2015-06-24,East Concourse/Concourse Village,56
2015-06-24,East Elmhurst,101
2015-06-24,East Flatbush/Farragut,80
2015-06-24,East Flatbush/Remsen Village,111
2015-06-24,East Flushing,23
2015-06-24,East Harlem North,307
2015-06-24,East Harlem South,350
2015-06-24,East New York,87
2015-06-24,East New York/Pennsylvania Avenue,34
2015-06-24,East Tremont,34
2015-06-24,East Village,1960
2015-06-24,East Williamsburg,607
2015-06-24,Eastchester,21
2015-06-24,Elmhurst,159
2015-06-24,Elmhurst/Maspeth,75
2015-06-24,Erasmus,53
2015-06-24,Far Rockaway,8
2015-06-24,Financial District North,966
2015-06-24,Financial District South,490
2015-06-24,Flatbush/Ditmas Park,292
2015-06-24,Flatiron,1428
2015-06-24,Flatlands,114
2015-06-24,Flushing,121
2015-06-24,Flushing Meadows-Corona Park,61
2015-06-24,Fordham South,27
2015-06-24,Forest Hills,233
2015-06-24,Forest Park/Highland Park,5
2015-06-24,Fort Greene,470
